Id,Contracts acquired,Contracts awarded,Average competition,Average competition (Cat),Authority,Company
reaal,1,0,9,6+,false,true
regionaal-instituut-voor-dyslexie,1,0,72,6+,false,true
reinaerde,1,0,72,6+,false,true
reisswolf-randstad-i-bv,1,0,5,5,false,true
reservebankovereenkomst-met-infotheek-groep-nv,1,0,3,3,false,true
rijnconsult-bv,1,0,4,4,false,true
rimato-bv,1,0,3,3,false,true
roche-diagnostics-nederland-bv,1,0,2,2,false,true
romkema-van-ginkel,1,0,1,1,false,true
rondomzorg-vof,1,0,83,6+,false,true
roorda-reclamebureau-bv,1,0,8,6+,false,true
royal-care-bv,1,0,113,6+,false,true
sabca-sa,2,0,3,3,false,true
sagro-infra-milieu-en-sloop,1,0,3,3,false,true
sandd-bv,1,0,2,2,false,true
scan-laser-bv,1,0,4,4,false,true
scania-nederland-bv,1,0,5,5,false,true
scc-services-bv,1,0,3,3,false,true
scholten-awater-bv,3,0,4,4,false,true
schreder-bv,1,0,3,3,false,true
schuberg-philis,1,0,4,4,false,true
securitas-beveiliging-bv,4,0,5,5,false,true
selecta,1,0,4,4,false,true
siak,1,0,113,6+,false,true
siemens-nederland-nv,1,0,1,1,false,true
sight-landscaping-bv,1,0,14,6+,false,true
sita-recycling-services-west-bv,1,0,2,2,false,true
sita-riool-services,1,0,4,4,false,true
sita-riool-services-bv,2,0,5,5,false,true
smega-bv,1,0,1,1,false,true
spaai-consultancy-international-bv,1,0,1,1,false,true
spaarnelanden-nv,1,0,4,4,false,true
spie-nederland-bv,1,0,7,6+,false,true
ssi-schafer-bv,1,0,5,5,false,true
start-people,3,0,4.66666666666667,4,false,true
start-people-bv,1,0,10,6+,false,true
steffies-particulier-zorg-bv,1,0,83,6+,false,true
stichting-abrona,1,0,113,6+,false,true
stichting-agathos-thuiszorg,2,0,69,6+,false,true
stichting-altrecht,1,0,113,6+,false,true
stichting-ambiq,1,0,83,6+,false,true
stichting-arduin,1,0,25,6+,false,true
stichting-bartimeus-sonneheerdt,1,0,113,6+,false,true
stichting-bezinn,1,0,83,6+,false,true
stichting-boogh,1,0,113,6+,false,true
stichting-buurtzorg-nederland,1,0,25,6+,false,true
stichting-community-support,1,0,83,6+,false,true
stichting-cordaan,1,0,113,6+,false,true
stichting-curamus,1,0,25,6+,false,true
stichting-datsja,1,0,83,6+,false,true
stichting-de-bilthuysen,1,0,113,6+,false,true
stichting-de-driestroom,1,0,113,6+,false,true
stichting-de-noorderbrug,1,0,83,6+,false,true
stichting-de-okkernoot,1,0,25,6+,false,true
stichting-de-opbouw-h-o-d-n-zideris,1,0,113,6+,false,true
stichting-de-tussenvoorziening,1,0,113,6+,false,true
stichting-de-wederkerigheid,1,0,113,6+,false,true
stichting-dit-is-het-arbeid-met-zorg,1,0,113,6+,false,true
stichting-eleos,1,0,72,6+,false,true
stichting-exodus-utrecht,1,0,113,6+,false,true
stichting-expertise-en-logeercentrum-friesland,1,0,83,6+,false,true
stichting-fortsabina-nl,1,0,1,1,false,true
stichting-het-jongerenperspectief,1,0,83,6+,false,true
stichting-het-schild,1,0,113,6+,false,true
stichting-huize-het-oosten,1,0,113,6+,false,true
stichting-joblanceer,1,0,113,6+,false,true
stichting-juutsom,1,0,25,6+,false,true
stichting-klaver-4-zorg-en-welzijn,1,0,25,6+,false,true
stichting-kwintes,2,0,98,6+,false,true
stichting-lievegoed,1,0,113,6+,false,true
stichting-lunet-zorg,1,0,3,3,false,true
stichting-meanderomnium,1,0,113,6+,false,true
stichting-op-e-timpe,1,0,83,6+,false,true
stichting-oppu-dnu,1,0,72,6+,false,true
stichting-osmose,1,0,72,6+,false,true
stichting-ouderenzorg-kanaalzone,1,0,25,6+,false,true
stichting-particura,1,0,83,6+,false,true
stichting-profila-zorg,1,0,113,6+,false,true
stichting-prokino,2,0,54,6+,false,true
stichting-quarijn,1,0,113,6+,false,true
stichting-reinaerde,1,0,113,6+,false,true
stichting-residentiele-en-ambulante-zorg-raz,1,0,113,6+,false,true
stichting-s-heeren-loo,1,0,72,6+,false,true
stichting-samenwerkende-zorgboeren-zuid,1,0,25,6+,false,true
stichting-sanquin-bloedvoorziening,1,0,1,1,false,true
stichting-timon,1,0,113,6+,false,true
stichting-timpaan-welzijn,1,0,83,6+,false,true
stichting-tragel-zorg,1,0,25,6+,false,true
stichting-umah-hai,1,0,113,6+,false,true
stichting-verpleging-en-verzorging-beukenstein,1,0,113,6+,false,true
stichting-verslavingszorg-noord-nederland,1,0,83,6+,false,true
stichting-verzorgingscentra-utingeradeel-minskipssintrum-leppehiem,1,0,83,6+,false,true
stichting-victas,2,0,92.5,6+,false,true
stichting-vitras-cmd,1,0,113,6+,false,true
stichting-voor-regionale-zorgverlening,1,0,25,6+,false,true
stichting-warande,1,0,113,6+,false,true
stichting-wonen-en-psychatrie-zeeuwse-gronden,1,0,25,6+,false,true
stichting-zienn,1,0,83,6+,false,true
stichting-zonne-eiland,1,0,25,6+,false,true
stichting-zorggarant-thuiszorg-noord-nederland,1,0,113,6+,false,true
stichting-zorggroep-hof-en-hiem,1,0,83,6+,false,true
stichting-zorggroep-plantein,1,0,83,6+,false,true
stichting-zorggroep-sint-maarten-locatie-sint-theresia-joure,1,0,83,6+,false,true
stichting-zorgondersteuning-midden-nederland,1,0,113,6+,false,true
stichting-zorgspectrum,1,0,113,6+,false,true
stichting-zorgverlening-de-friese-wouden,1,0,83,6+,false,true
strukton-infratechnieken-bv,1,0,2,2,false,true
strukton-rail-bv,2,0,4.5,4,false,true
strukton-worksphere-bv,2,0,5,5,false,true
struyk-verwo-aqua-bv,2,0,1,1,false,true
struyk-verwo-infra-bv,3,0,2.33333333333333,2,false,true
sulteq-pompen-en-revisie-bv,1,0,2,2,false,true
sulzer-pumps-wastewater-netherlands-bv,1,0,2,2,false,true
support-co-bv-kleinschalige-commerciele-activiteiten-bieden-in-een-normale-werkomgeving-aan-mensen-met-een-afstand-tot-de-arbeidsmarkt-op-maat-gesneden-leer-werktrajecten-of-zinvolle-dagbesteding,1,0,83,6+,false,true
swietelsky-rail-benelux-bv,2,0,3,3,false,true
switch-it-solutions-bv,1,0,3,3,false,true
sylvia-fiorini-beeldtherapie-en-begeleiding-heuvelrug,1,0,113,6+,false,true
syndion,1,0,72,6+,false,true
tan-paap,1,0,72,6+,false,true
tappan-communicatie-bv,1,0,6,6,false,true
telindus-isit-b-v,2,0,1,1,false,true
telindus-isit-bv,1,0,3,3,false,true
ter-riele-bv,2,0,13,6+,false,true
the-oddshop,1,0,8,6+,false,true
therapeutische-zorginstelling-de-oase,1,0,83,6+,false,true
thuiszorg-good4life,1,0,113,6+,false,true
thuiszorg-slippens-bv,1,0,83,6+,false,true
thuiszorg-west-brabant,1,0,1,1,false,true
thuiszorg-zuidwest-friesland,1,0,83,6+,false,true
tippe-bv,1,0,13,6+,false,true
topbloemen-nederland-bv,1,0,3,3,false,true
toshiba-medical-systems-nederland,1,0,4,4,false,true
total-identity-bv,1,0,6,6,false,true
traffic-service-nederland-bv,2,0,6.5,6,false,true
traffic-support-bv,1,0,4,4,false,true
transportbedrijf-van-vliet-bv,2,0,4.5,4,false,true
trigion-services-bv,1,0,2,2,false,true
triple-it-bv,1,0,8,6+,false,true
tuinderij-amilshof,1,0,113,6+,false,true
tzorg-bv-als-contractpartij-niet-meer-op-reservebank,2,0,1,1,false,true
uitgeverij-deviant-bv,1,0,4,4,false,true
uniek-talent,1,0,83,6+,false,true
uppp,1,0,72,6+,false,true
usg-restart-bv,1,0,8,6+,false,true
uw-geluk,1,0,113,6+,false,true
van-beek-autobedrijf-bergen-op-zoom-bv,2,0,4,4,false,true
van-dalen-bv,1,0,6,6,false,true
van-de-haar-buitenruimte-bv,1,0,14,6+,false,true
van-der-holst-coaching,1,0,83,6+,false,true
van-der-valk-de-groot-bv,1,0,4,4,false,true
van-der-velden-rioleringsbeheer-s-hertogenbosch-bv,1,0,6,6,false,true
van-der-wall-psychologie,1,0,83,6+,false,true
van-dijk-educatie-bv,8,0,1.875,1,false,true
van-dorp-installaties-bv,1,0,4,4,false,true
van-egmond-bv,1,0,4,4,false,true
van-gansewinkel-milieuservices-overheidsdiensten-bv,1,0,3,3,false,true
van-hien-zorg-noord-nederland-vof,1,0,83,6+,false,true
van-hulzen-public-relations-bv,1,0,6,6,false,true
van-rheenen-haarlem,1,0,2,2,false,true
van-straaten-post-utrecht-bv,1,0,2,2,false,true
van-wanten-wijkdiensten,1,0,1,1,false,true
vancis-bv,1,0,3,3,false,true
vandervalk-degroot,1,0,4,4,false,true
vandervalk-degroot-bv,1,0,3,3,false,true
velopa-bv,1,0,5,5,false,true
vepa,1,0,4,4,false,true
verhart-groen-bv,1,0,14,6+,false,true
verschillende-zorgaanbieders-zie-separaat-geupload-document,1,0,32,6+,false,true
virenze-bv,1,0,72,6+,false,true
visschedijk-schoonmaak,3,0,11.3333333333333,6+,false,true
vitaal-thuiszorg,1,0,113,6+,false,true
vob-issos-bv,1,0,4,4,false,true
vodw-marketing-en-management-consultants,1,0,8,6+,false,true
vof-de-loods,1,0,113,6+,false,true
vof-van-wijnen-trebbe-kuijpers,1,0,3,3,false,true
volkerrail-nederland-bv,1,0,4,4,false,true
volkswagen-pon-financial-services,1,0,6,6,false,true
vorm-ontwikkeling-bv,1,0,11,6+,false,true
vrij-voor-klinische-psychologie-k-j,1,0,72,6+,false,true
warmande,1,0,25,6+,false,true
weijers-techniek-bv,2,0,5.5,5,false,true
welcom-care-thuiszorg-bv,1,0,113,6+,false,true
welzorg-nederland,1,0,3,3,false,true
welzorg-nederland-bv,1,0,4,4,false,true
wensink-automotive-bv,4,0,2,2,false,true
westenstaete-vof,3,0,10.3333333333333,6+,false,true
westrom-risse-facilitair,1,0,1,1,false,true
wil-bv-gespecialiseerd-in-begeleiding-en-arbeidsmatige-dagbesteding-per-1-1-2015-opgericht-als-afsplitsing-van-talant-richt-zich-op-wmo-begeleiding-en-dagbesteding-onderaannemer-st-talant,1,0,83,6+,false,true
wille-speciale-kinderopvang-bv,1,0,83,6+,false,true
witteveen-bos,1,0,10,6+,false,true
yaworks,2,0,7.5,6+,false,true
yes-we-can-clinics,1,0,72,6+,false,true
zab-allround-bv,1,0,113,6+,false,true
zie-geupload-overzicht-voor-gecontracteerde-ondernemingen,3,0,46.6666666666667,6+,false,true
zie-separaat-opgevoerde-lijst-gegunde-organisaties,4,0,102,6+,false,true
zie-vi-2-nadere-inlichtingen,1,0,9,6+,false,true
zien-in-de-klas,1,0,72,6+,false,true
ziezzo-bv,2,0,7.5,6+,false,true
ziut-bv,2,0,6,6,false,true
zorgboerderij-berne-wille-vof,1,0,83,6+,false,true
zorgboerderij-de-weidevogel-vof,1,0,83,6+,false,true
zorgboerderij-de-zwagemer,1,0,83,6+,false,true
zorgboerderij-donia-state-wester,1,0,83,6+,false,true
zorgboerderij-griftenstein-en-zorg,1,0,113,6+,false,true
zorgboerderij-nieuw-toutenburg,1,0,113,6+,false,true
zorgboerderij-reemzorg-meerzoo,1,0,83,6+,false,true
zorgboerderij-tusken-bosk-en-mar,1,0,83,6+,false,true
zorgboerderij-zo-gek-nog-niet-vof,1,0,83,6+,false,true
zorgbureau-amannij,1,0,83,6+,false,true
zorgbureau-de-stellingwerven,1,0,83,6+,false,true
zorgbureau-stabiel,1,0,83,6+,false,true
zorgburo-aleida-vof,1,0,83,6+,false,true
zorgcooperatie-ua,1,0,83,6+,false,true
zorggroep-charim,1,0,113,6+,false,true
zorggroep-tellens,1,0,83,6+,false,true
zorgkompas-gespecialiseerd-in-thuiszorg-verpleging-en-verzorging-en-huishoudelijke-hulp,1,0,83,6+,false,true
zorgresidentie-zorg-thuis-zonneburg,1,0,113,6+,false,true
zorgsaam-zeeuws-vlaanderen,1,0,25,6+,false,true
zuidprofs,1,0,9,6+,false,true
