ORIGINAL_CODE,PLAIN_CODE,NUM_DIGITS,REAL_CODE,NAME
45212224-2,45212224,8,45212224,Stadium construction work
45212225-9,45212225,8,45212225,Sports hall construction work
45212230-7,45212230,7,4521223,Installation of changing rooms
45212290-5,45212290,7,4521229,Repair and maintenance work in connection with sports facilities
45212300-9,45212300,6,452123,Construction work for art and cultural buildings
45212310-2,45212310,7,4521231,Construction work for buildings relating to exhibitions
45212311-9,45212311,8,45212311,Art gallery construction work
45212312-6,45212312,8,45212312,Exhibition centre construction work
45212313-3,45212313,8,45212313,Museum construction work
45212314-0,45212314,8,45212314,Historical monument or memorial construction work
45212320-5,45212320,7,4521232,Construction work for buildings relating to artistic performances
45212321-2,45212321,8,45212321,Auditorium construction work
45212322-9,45212322,8,45212322,Theatre construction work
45212330-8,45212330,7,4521233,Library construction work
45212331-5,45212331,8,45212331,Multimedia library construction work
45212340-1,45212340,7,4521234,Lecture hall construction work
45212350-4,45212350,7,4521235,Buildings of particular historical or architectural interest
45212351-1,45212351,8,45212351,Prehistoric monument construction work
45212352-8,45212352,8,45212352,Industrial monument construction work
45212353-5,45212353,8,45212353,Palace construction work
45212354-2,45212354,8,45212354,Castle construction work
45212360-7,45212360,7,4521236,Religious buildings construction work
45212361-4,45212361,8,45212361,Church construction work
45212400-0,45212400,6,452124,Accommodation and restaurant buildings
45212410-3,45212410,7,4521241,Construction work for lodging buildings
45212411-0,45212411,8,45212411,Hotel construction work
45212412-7,45212412,8,45212412,Hostel construction work
45212413-4,45212413,8,45212413,Short-stay accommodation construction work
45212420-6,45212420,7,4521242,Construction work for restaurants and similar facilities
45212421-3,45212421,8,45212421,Restaurant construction work
45212422-0,45212422,8,45212422,Canteen construction work
45212423-7,45212423,8,45212423,Cafeteria construction work
45212500-1,45212500,6,452125,Kitchen or restaurant conversion
45212600-2,45212600,6,452126,Pavilion construction work
45213000-3,45213000,5,45213,"Construction work for commercial buildings, warehouses and industrial buildings, buildings relating to transport"
45213100-4,45213100,6,452131,Construction work for commercial buildings
45213110-7,45213110,7,4521311,Shop buildings construction work
45213111-4,45213111,8,45213111,Shopping centre construction work
45213112-1,45213112,8,45213112,Shop units construction work
45213120-0,45213120,7,4521312,Post office construction work
45213130-3,45213130,7,4521313,Bank construction work
45213140-6,45213140,7,4521314,Market construction work
45213141-3,45213141,8,45213141,Covered market construction work
45213142-0,45213142,8,45213142,Open-air market construction work
45213150-9,45213150,7,4521315,Office block construction work
45213200-5,45213200,6,452132,Construction work for warehouses and industrial buildings
45213210-8,45213210,7,4521321,Cold-storage installations
45213220-1,45213220,7,4521322,Construction work for warehouses
45213221-8,45213221,8,45213221,Warehouse stores construction work
45213230-4,45213230,7,4521323,Abattoir construction work
45213240-7,45213240,7,4521324,Agricultural buildings construction work
45213241-4,45213241,8,45213241,Barn construction work
45213242-1,45213242,8,45213242,Cowsheds construction work
45213250-0,45213250,7,4521325,Construction work for industrial buildings
45213251-7,45213251,8,45213251,Industrial units construction work
45213252-4,45213252,8,45213252,Workshops construction work
45213260-3,45213260,7,4521326,Stores depot construction work
45213270-6,45213270,7,4521327,Construction works for recycling station
45213280-9,45213280,7,4521328,Construction works for compost facility
45213300-6,45213300,6,452133,Buildings associated with transport
45213310-9,45213310,7,4521331,Construction work for buildings relating to road transport
45213311-6,45213311,8,45213311,Bus station construction work
45213312-3,45213312,8,45213312,Car park building construction work
45213313-0,45213313,8,45213313,Service-area building construction work
45213314-7,45213314,8,45213314,Bus garage construction work
45213315-4,45213315,8,45213315,Bus-stop shelter construction work
45213316-1,45213316,8,45213316,Installation works of walkways
45213320-2,45213320,7,4521332,Construction work for buildings relating to railway transport
45213321-9,45213321,8,45213321,Railway station construction work
45213322-6,45213322,8,45213322,Rail terminal building construction work
45213330-5,45213330,7,4521333,Construction work for buildings relating to air transport
45213331-2,45213331,8,45213331,Airport buildings construction work
45213332-9,45213332,8,45213332,Airport control tower construction work
45213333-6,45213333,8,45213333,Installation works of airport check-in counters
45213340-8,45213340,7,4521334,Construction work for buildings relating to water transport
45213341-5,45213341,8,45213341,Ferry terminal building construction work
45213342-2,45213342,8,45213342,Ro-ro terminal construction work
45213350-1,45213350,7,4521335,Construction work for buildings relating to various means of transport
45213351-8,45213351,8,45213351,Maintenance hangar construction work
45213352-5,45213352,8,45213352,Service depot construction work
45213353-2,45213353,8,45213353,Installation works of passenger boarding bridges
45213400-7,45213400,6,452134,Installation of staff rooms
45214000-0,45214000,5,45214,Construction work for buildings relating to education and research
45214100-1,45214100,6,452141,Construction work for kindergarten buildings
45214200-2,45214200,6,452142,Construction work for school buildings
45214210-5,45214210,7,4521421,Primary school construction work
45214220-8,45214220,7,4521422,Secondary school construction work
45214230-1,45214230,7,4521423,Special school construction work
45214300-3,45214300,6,452143,Construction work for college buildings
45214310-6,45214310,7,4521431,Vocational college construction work
45214320-9,45214320,7,4521432,Technical college construction work
45214400-4,45214400,6,452144,Construction work for university buildings
45214410-7,45214410,7,4521441,Polytechnic construction work
45214420-0,45214420,7,4521442,Lecture theatre construction work
45214430-3,45214430,7,4521443,Language laboratory construction work
45214500-5,45214500,6,452145,Construction work for buildings of further education
45214600-6,45214600,6,452146,Construction work for research buildings
45214610-9,45214610,7,4521461,Laboratory building construction work
45214620-2,45214620,7,4521462,Research and testing facilities construction work
45214630-5,45214630,7,4521463,Scientific installations
45214631-2,45214631,8,45214631,Installation works of cleanrooms
45214640-8,45214640,7,4521464,Meteorological stations construction work
45214700-7,45214700,6,452147,Construction work for halls of residence
45214710-0,45214710,7,4521471,Entrance hall construction work
45214800-8,45214800,6,452148,Training facilities building
45215000-7,45215000,5,45215,"Construction work for buildings relating to health and social services, for crematoriums and public conveniences"
45215100-8,45215100,6,452151,Construction work for buildings relating to health
45215110-1,45215110,7,4521511,Spa construction work
45215120-4,45215120,7,4521512,Special medical building construction work
45215130-7,45215130,7,4521513,Clinic construction work
45215140-0,45215140,7,4521514,Hospital facilities construction work
45215141-7,45215141,8,45215141,Operating theatre construction work
45215142-4,45215142,8,45215142,Intensive-care unit construction work
45215143-1,45215143,8,45215143,Diagnostic screening room construction work
45215144-8,45215144,8,45215144,Screening rooms construction work
45215145-5,45215145,8,45215145,Fluoroscopy room construction work
45215146-2,45215146,8,45215146,Pathology room construction work
45215147-9,45215147,8,45215147,Forensic room construction work
45215148-6,45215148,8,45215148,Catheter room construction work
45215200-9,45215200,6,452152,Construction work for social services buildings
45215210-2,45215210,7,4521521,Construction work for subsidised residential accommodation
45215212-6,45215212,8,45215212,Retirement home construction work
45215213-3,45215213,8,45215213,Nursing home construction work
45215214-0,45215214,8,45215214,Residential homes construction work
45215215-7,45215215,8,45215215,Children's home construction work
45215220-5,45215220,7,4521522,Construction work for social facilities other than subsidised residential accommodation
45215221-2,45215221,8,45215221,Daycare centre construction work
45215222-9,45215222,8,45215222,Civic centre construction work
45215300-0,45215300,6,452153,Construction work for crematoriums
45215400-1,45215400,6,452154,Cemetery works
45215500-2,45215500,6,452155,Public conveniences
45216000-4,45216000,5,45216,Construction work for buildings relating to law and order or emergency services and for military buildings
45216100-5,45216100,6,452161,Construction work for buildings relating to law and order or emergency services
45216110-8,45216110,7,4521611,Construction work for buildings relating to law and order
45216111-5,45216111,8,45216111,Police station construction work
45216112-2,45216112,8,45216112,Court building construction work
45216113-9,45216113,8,45216113,Prison building construction work
45216114-6,45216114,8,45216114,Parliament and public assembly buildings
45216120-1,45216120,7,4521612,Construction work for buildings relating to emergency services
45216121-8,45216121,8,45216121,Fire station construction work
45216122-5,45216122,8,45216122,Ambulance station construction work
45216123-2,45216123,8,45216123,Mountain-rescue building construction work
45216124-9,45216124,8,45216124,Lifeboat station construction work
45216125-6,45216125,8,45216125,Emergency-services building construction work
45216126-3,45216126,8,45216126,Coastguard building construction work
45216127-0,45216127,8,45216127,Rescue-service station construction work
45216128-7,45216128,8,45216128,Lighthouse construction work
45216129-4,45216129,8,45216129,Protective shelters
45216200-6,45216200,6,452162,Construction work for military buildings and installations
45216220-2,45216220,7,4521622,Military bunker construction work
45216230-5,45216230,7,4521623,Military shelter construction work
45216250-1,45216250,7,4521625,Trench defences construction work
45217000-1,45217000,5,45217,Inflatable buildings construction work
45220000-5,45220000,4,4522,Engineering works and construction works
45221000-2,45221000,5,45221,"Construction work for bridges and tunnels, shafts and subways"
45221100-3,45221100,6,452211,Construction work for bridges
45221110-6,45221110,7,4522111,Bridge construction work
45221111-3,45221111,8,45221111,Road bridge construction work
45221112-0,45221112,8,45221112,Railway bridge construction work
45221113-7,45221113,8,45221113,Footbridge construction work
45221114-4,45221114,8,45221114,Construction work for iron bridges
45221115-1,45221115,8,45221115,Construction work for steel bridges
45221117-5,45221117,8,45221117,Weighbridge construction work
45221118-2,45221118,8,45221118,Pipeline-carrying bridge construction work
45221119-9,45221119,8,45221119,Bridge renewal construction work
45221120-9,45221120,7,4522112,Viaduct construction work
45221121-6,45221121,8,45221121,Road viaduct construction work
45221122-3,45221122,8,45221122,Railway viaduct construction work
45221200-4,45221200,6,452212,"Construction work for tunnels, shafts and subways"
45221210-7,45221210,7,4522121,Covered or partially-covered excavations
45221211-4,45221211,8,45221211,Underpass
45221213-8,45221213,8,45221213,Covered or partially-covered railway excavations
45221214-5,45221214,8,45221214,Covered or partially-covered road excavations
45221220-0,45221220,7,4522122,Culverts
45221230-3,45221230,7,4522123,Shafts
45221240-6,45221240,7,4522124,Construction work for tunnels
45221241-3,45221241,8,45221241,Road tunnel construction work
45221242-0,45221242,8,45221242,Railway tunnel construction work
45221243-7,45221243,8,45221243,Pedestrian tunnel construction work
45221244-4,45221244,8,45221244,Canal tunnel construction work
45221245-1,45221245,8,45221245,Under-river tunnel construction work
45221246-8,45221246,8,45221246,Undersea tunnel construction work
45221247-5,45221247,8,45221247,Tunnelling works
45221248-2,45221248,8,45221248,Tunnel linings construction work
45221250-9,45221250,7,4522125,"Underground work other than tunnels, shafts and subways"
45222000-9,45222000,5,45222,"Construction work for engineering works except bridges, tunnels, shafts and subways"
45222100-0,45222100,6,452221,Waste-treatment plant construction work
45222110-3,45222110,7,4522211,Waste disposal site construction work
45222200-1,45222200,6,452222,Engineering work for military installations
45222300-2,45222300,6,452223,Engineering work for security installations
45223000-6,45223000,5,45223,Structures construction work
45223100-7,45223100,6,452231,Assembly of metal structures
45223110-0,45223110,7,4522311,Installation of metal structures
45223200-8,45223200,6,452232,Structural works
45223210-1,45223210,7,4522321,Structural steelworks
45223220-4,45223220,7,4522322,Structural shell work
45223300-9,45223300,6,452233,Parking lot construction work
45223310-2,45223310,7,4522331,Underground car park construction work
45223320-5,45223320,7,4522332,Park-and-ride facility construction work
45223400-0,45223400,6,452234,Radar station construction work
45223500-1,45223500,6,452235,Reinforced-concrete structures
45223600-2,45223600,6,452236,Dog kennels construction work
45223700-3,45223700,6,452237,Service area construction work
45223710-6,45223710,7,4522371,Motorway service area construction work
45223720-9,45223720,7,4522372,Petrol/gas stations construction work
45223800-4,45223800,6,452238,Assembly and erection of prefabricated structures
45223810-7,45223810,7,4522381,Prefabricated constructions
45223820-0,45223820,7,4522382,Prefabricated units and components
45223821-7,45223821,8,45223821,Prefabricated units
45223822-4,45223822,8,45223822,Prefabricated components
45230000-8,45230000,4,4523,"Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork"
45231000-5,45231000,5,45231,"Construction work for pipelines, communication and power lines"
45231100-6,45231100,6,452311,General construction work for pipelines
45231110-9,45231110,7,4523111,Pipelaying construction work
45231111-6,45231111,8,45231111,Pipeline lifting and relaying
45231112-3,45231112,8,45231112,Installation of pipe system
45231113-0,45231113,8,45231113,Pipeline relaying works
45231200-7,45231200,6,452312,Construction work for oil and gas pipelines
45231210-0,45231210,7,4523121,Construction work for oil pipelines
45231220-3,45231220,7,4523122,Construction work for gas pipelines
45231221-0,45231221,8,45231221,Gas supply mains construction work
45231222-7,45231222,8,45231222,Gasholder works
45231223-4,45231223,8,45231223,Gas distribution ancillary work
45231300-8,45231300,6,452313,Construction work for water and sewage pipelines
45231400-9,45231400,6,452314,Construction work for electricity power lines
45231500-0,45231500,6,452315,Compressed-air pipeline work
45231510-3,45231510,7,4523151,Compressed-air pipeline work for mailing system
45231600-1,45231600,6,452316,Construction work for communication lines
45232000-2,45232000,5,45232,Ancillary works for pipelines and cables
45232100-3,45232100,6,452321,Ancillary works for water pipelines
45232120-9,45232120,7,4523212,Irrigation works
45232121-6,45232121,8,45232121,Irrigation piping construction work
45232130-2,45232130,7,4523213,Storm-water piping construction work
45232140-5,45232140,7,4523214,District-heating mains construction work
45232141-2,45232141,8,45232141,Heating works
45232142-9,45232142,8,45232142,Heat-transfer station construction work
45232150-8,45232150,7,4523215,Works related to water-distribution pipelines
45232151-5,45232151,8,45232151,Water-main refurbishment construction work
45232152-2,45232152,8,45232152,Pumping station construction work
